id,name,type,abilities,moves,health,attack,defense,special-attack,special-defense,speed,height,weight,generation,shape,colour,bmi,base_stat,m/s,kEnergy
82,magneton,"electric, steel","magnet-pull, sturdy, analytic","headbutt, tackle, take-down, double-edge, supersonic, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, confuse-ray, light-screen, reflect, bide, swift, flash, explosion, rest, tri-attack, substitute, snore, curse, protect, zap-cannon, lock-on, sandstorm, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, charge, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, giga-impact, mirror-shot, flash-cannon, discharge, iron-head, magnet-bomb, charge-beam, heavy-slam, electro-ball, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, steel-beam, rising-voltage, tera-blast",50,60,95,120,70,70,10,600,1.0,heads,gray,60.0,465,9.325254399999999,2608.81108874158
83,farfetchd,"normal, flying","keen-eye, inner-focus, defiant","razor-wind, swords-dance, cut, gust, whirlwind, fly, sand-attack, headbutt, fury-attack, body-slam, take-down, double-edge, leer, peck, razor-leaf, toxic, agility, quick-attack, rage, mimic, double-team, reflect, focus-energy, bide, mirror-move, swift, skull-bash, sky-attack, rest, slash, substitute, thief, snore, curse, flail, protect, mud-slap, foresight, detect, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, baton-pass, iron-tail, hidden-power, twister, sunny-day, psych-up, uproar, heat-wave, facade, helping-hand, revenge, knock-off, secret-power, feather-dance, air-cutter, aerial-ace, covet, leaf-blade, roost, natural-gift, feint, pluck, tailwind, u-turn, close-combat, trump-card, last-resort, poison-jab, night-slash, air-slash, brave-bird, defog, captivate, ominous-wind, simple-beam, round, acrobatics, retaliate, final-gambit, work-up, confide, first-impression, solar-blade, laser-focus, throat-chop, brutal-swing, dual-wingbeat",52,90,55,58,62,60,8,150,1.0,wings,brown,23.437499999999996,377,7.9930752,479.16938364641277
84,doduo,"normal, flying","run-away, early-bird, tangled-feet","swords-dance, wing-attack, whirlwind, fly, jump-kick, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, leer, growl, supersonic, peck, drill-peck, low-kick, toxic, agility, quick-attack, rage, mimic, double-team, haze, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, feint-attack, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, facade, helping-hand, knock-off, endeavor, secret-power, feather-dance, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, acupressure, assurance, brave-bird, captivate, double-hit, round, echoed-voice, acrobatics, work-up, confide, throat-chop, lunge, tera-blast",35,85,45,35,35,75,14,392,1.0,legs,brown,20.000000000000004,310,9.991344,1956.6083165561859
85,dodrio,"normal, flying","run-away, early-bird, tangled-feet","swords-dance, wing-attack, whirlwind, fly, jump-kick, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, leer, growl, supersonic, hyper-beam, peck, drill-peck, low-kick, toxic, agility, quick-attack, rage, mimic, double-team, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, scary-face, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, torment, facade, taunt, helping-hand, knock-off, endeavor, secret-power, feather-dance, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, acupressure, payback, assurance, brave-bird, giga-impact, captivate, double-hit, round, echoed-voice, acrobatics, work-up, drill-run, confide, throat-chop, lunge, stomping-tantrum, tera-blast, pounce, trailblaze",60,110,70,60,60,110,18,852,1.0,legs,brown,26.296296296296294,470,14.653971199999999,9147.875944236293
86,seel,water,"thick-fat, hydration, ice-body","pay-day, slam, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, peck, strength, toxic, rage, mimic, double-team, haze, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, uproar, stockpile, spit-up, swallow, hail, facade, helping-hand, secret-power, dive, weather-ball, signal-beam, muddy-water, icicle-spear, water-sport, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, avalanche, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, drill-run, belch, confide, smart-strike, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water",65,45,55,45,70,45,11,900,1.0,fish,white,74.38016528925618,325,5.9948064,1617.1966698066433
87,dewgong,"water, ice","thick-fat, hydration, ice-body","pay-day, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, toxic, rage, mimic, double-team, haze, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, uproar, stockpile, spit-up, swallow, hail, facade, helping-hand, knock-off, endeavor, secret-power, dive, weather-ball, signal-beam, sheer-cold, muddy-water, icicle-spear, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, giga-impact, avalanche, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, frost-breath, drill-run, belch, play-rough, confide, smart-strike, liquidation, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water, alluring-voice",90,70,80,70,95,70,17,1200,1.0,fish,white,41.52249134948097,475,9.325254399999999,5217.62217748316
88,grimer,poison,"stench, sticky-hold, poison-touch","pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, take-down, disable, flamethrower, strength, mega-drain, thunderbolt, thunder, dig, toxic, rage, mimic, screech, double-team, harden, minimize, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, sludge, fire-blast, poison-gas, acid-armor, explosion, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, mud-slap, zap-cannon, sandstorm, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, shadow-ball, stockpile, spit-up, swallow, torment, memento, facade, taunt, helping-hand, imprison, secret-power, rock-tomb, shadow-punch, mud-shot, shock-wave, natural-gift, payback, fling, poison-jab, drain-punch, shadow-sneak, mud-bomb, zen-headbutt, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, hex, incinerate, belch, confide, infestation, power-up-punch, tera-blast",80,80,50,40,50,25,9,300,1.0,arms,purple,37.03703703703704,325,3.3304479999999996,166.37825821055998
89,muk,poison,"stench, sticky-hold, poison-touch","pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, take-down, disable, flamethrower, hyper-beam, strength, mega-drain, thunderbolt, thunder, dig, toxic, rage, mimic, screech, double-team, harden, minimize, confuse-ray, haze, bide, metronome, self-destruct, smog, sludge, fire-blast, swift, poison-gas, acid-armor, explosion, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, zap-cannon, sandstorm, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, torment, memento, facade, focus-punch, taunt, helping-hand, brick-break, knock-off, imprison, secret-power, rock-tomb, block, mud-shot, shock-wave, natural-gift, payback, fling, toxic-spikes, poison-jab, dark-pulse, drain-punch, focus-blast, giga-impact, mud-bomb, zen-headbutt, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, hex, incinerate, belch, moonblast, confide, venom-drench, infestation, power-up-punch, lunge, lash-out, tera-blast",105,105,75,65,100,50,12,300,1.0,arms,purple,20.833333333333336,500,6.660895999999999,665.5130328422399
90,shellder,water,"shell-armor, skill-link, overcoat","headbutt, tackle, take-down, double-edge, twineedle, leer, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, toxic, rage, teleport, mimic, screech, double-team, withdraw, barrier, reflect, bide, self-destruct, waterfall, clamp, swift, explosion, rest, tri-attack, substitute, snore, curse, protect, spikes, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, hidden-power, rain-dance, whirlpool, hail, facade, helping-hand, secret-power, dive, icicle-spear, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, payback, toxic-spikes, aqua-ring, avalanche, ice-shard, captivate, round, shell-smash, razor-shell, confide, liquidation, life-dew, tera-blast, ice-spinner, snowscape, chilling-water",30,65,100,45,25,40,3,40,1.0,ball,purple,44.44444444444444,305,5.3287168,56.79044546920447
91,cloyster,"water, ice","shell-armor, skill-link, overcoat","headbutt, tackle, body-slam, take-down, double-edge, twineedle, pin-missile, leer, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, toxic, rage, teleport, mimic, screech, double-team, withdraw, barrier, light-screen, reflect, bide, self-destruct, waterfall, clamp, swift, spike-cannon, explosion, rest, tri-attack, substitute, snore, curse, protect, scary-face, spikes, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, whirlpool, hail, torment, facade, helping-hand, secret-power, dive, weather-ball, signal-beam, icicle-spear, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, payback, toxic-spikes, poison-jab, giga-impact, avalanche, ice-shard, captivate, round, shell-smash, frost-breath, drill-run, razor-shell, icicle-crash, confide, smart-strike, liquidation, steel-roller, tera-blast, ice-spinner, snowscape, chilling-water",50,95,180,85,45,70,15,1325,1.0,ball,purple,58.888888888888886,525,9.325254399999999,5761.124487637656
92,gastly,"ghost, poison",levitate,"fire-punch, ice-punch, thunder-punch, headbutt, disable, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, self-destruct, lick, smog, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, perish-song, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, facade, taunt, trick, knock-off, skill-swap, imprison, grudge, snatch, secret-power, astonish, natural-gift, payback, embargo, sucker-punch, poison-jab, dark-pulse, energy-ball, nasty-plot, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, clear-smog, ally-switch, hex, reflect-type, confide, dazzling-gleam, infestation, skitter-smack, poltergeist, corrosive-gas, tera-blast",30,35,30,100,35,80,13,1,1.0,ball,purple,0.05917159763313609,310,10.6574336,5.679044546920448
93,haunter,"ghost, poison",levitate,"fire-punch, ice-punch, thunder-punch, headbutt, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, facade, taunt, trick, knock-off, skill-swap, imprison, snatch, secret-power, astonish, shadow-punch, natural-gift, payback, embargo, fling, sucker-punch, toxic-spikes, poison-jab, dark-pulse, focus-blast, energy-ball, nasty-plot, shadow-claw, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, ally-switch, hex, phantom-force, confide, dazzling-gleam, infestation, skitter-smack, poltergeist, corrosive-gas, tera-blast",45,50,45,115,55,95,16,1,1.0,arms,purple,0.03906249999999999,405,12.6557024,8.008340161868288
94,gengar,"ghost, poison",cursed-body,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, hyper-beam, submission, counter, seismic-toss, strength, mega-drain, thunderbolt, thunder-wave, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, skull-bash, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, perish-song, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, torment, will-o-wisp, facade, focus-punch, taunt, trick, role-play, brick-break, knock-off, skill-swap, imprison, snatch, secret-power, astonish, shadow-punch, natural-gift, payback, embargo, fling, sucker-punch, toxic-spikes, poison-jab, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, shadow-claw, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, ally-switch, hex, reflect-type, phantom-force, confide, dazzling-gleam, infestation, power-up-punch, laser-focus, skitter-smack, poltergeist, corrosive-gas, tera-blast, psychic-noise",60,65,60,130,75,110,15,405,1.0,upright,purple,18.0,500,14.653971199999999,4348.462156591196
95,onix,"rock, ground","rock-head, sturdy, weak-armor","bind, slam, headbutt, tackle, body-slam, take-down, double-edge, roar, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, harden, defense-curl, bide, self-destruct, skull-bash, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, sunny-day, psych-up, ancient-power, rock-smash, torment, facade, nature-power, taunt, secret-power, mud-sport, rock-tomb, sand-tomb, block, dragon-dance, rock-blast, gyro-ball, natural-gift, payback, rock-polish, dragon-pulse, earth-power, flash-cannon, rock-climb, iron-head, stone-edge, captivate, stealth-rock, head-smash, wide-guard, smack-down, heavy-slam, round, bulldoze, dragon-tail, drill-run, rototiller, confide, high-horsepower, brutal-swing, stomping-tantrum, body-press, breaking-swipe, meteor-beam, scorching-sands",35,45,160,30,45,70,88,2100,1.0,squiggle,gray,2.711776859504132,385,9.325254399999999,9130.838810595531
96,drowzee,psychic,"insomnia, forewarn, inner-focus","pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, flatter, facade, focus-punch, taunt, helping-hand, trick, role-play, assist, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, guard-swap, drain-punch, focus-blast, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, power-split, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, expanding-force, tera-blast, trailblaze, psychic-noise",60,48,45,43,90,42,10,324,1.0,humanoid,yellow,32.4,328,5.595152639999999,507.15287565136316
